num,admiration,adoration,aesthetic_appreciation,amusement,anger,anxiety,awe,awkwardness,boredom,calmness,confusion,contempt,craving,disappointment,disgust,empathic_pain,entrancement,envy,excitement,fear,guilt,horror,interest,joy,nostalgia,pride,relief,romance,sadness,satisfaction,sexual_desire,surprise,sympathy,triumph,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
1871,0.0,0.0,0.0,0.33333,0.0,0.041667,0.0,0.083333,0.0,0.083333,0.16667,0.0,0.0,0.0,0.375,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,2.4444,5.3333,5.7778,3.5556,3.7778,4.3333,4.4444,3.3333,4.4444,3.0,3.6667,4.6667,3.3333,3.0
1872,0.0,0.0,0.58333,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.083333,0.083333,0.083333,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.083333,0.0,5.6667,7.0,6.7778,4.7778,6.1111,6.1111,4.5556,3.4444,5.4444,5.7778,2.4444,3.8889,7.0,5.7778
1873,0.0,0.0,0.0,0.0,0.0,0.25,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.041667,0.0,0.0,0.0,0.0,0.41667,0.0,0.0,0.0,0.0,0.41667,0.33333,0.0,2.8889,5.5556,6.2222,4.6667,5.7778,2.8889,5.4444,4.4444,5.4444,5.1111,4.2222,3.2222,6.2222,3.8889
1874,0.0,0.16667,0.0,0.83333,0.0,0.041667,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,5.1111,4.6667,5.5556,4.6667,5.4444,4.7778,5.1111,4.0,5.6667,5.2222,3.1111,5.0,5.0,5.2222
1875,0.16667,0.083333,0.083333,0.0,0.0,0.083333,0.16667,0.25,0.0,0.0,0.083333,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.083333,0.0,0.041667,0.083333,0.16667,0.0,0.0,0.083333,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,3.8889,5.1111,5.4444,5.2222,5.4444,5.8889,4.1111,4.7778,5.8889,5.2222,2.6667,6.0,5.7778,4.7778
1876,0.125,0.0,0.29167,0.0,0.0,0.0,0.125,0.0,0.16667,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.083333,0.0,0.0,5.7778,4.7778,6.6667,5.7778,5.7778,6.7778,5.5556,4.0,6.1111,5.1111,3.0,7.0,6.0,6.6667
1877,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.41667,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,4.3333,5.8889,5.3333,5.0,4.4444,5.7778,5.5556,4.6667,5.0,4.1111,5.1111,6.0,5.1111,4.7778
1878,0.0,0.0,0.0,0.0,0.0,0.33333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.25,0.41667,0.0,0.16667,0.083333,0.0,0.0,0.0,0.54167,0.0,0.0,0.0,0.0,0.16667,0.083333,0.0,2.4444,6.8889,6.2222,5.0,6.6667,3.5556,4.8889,4.6667,4.7778,4.0,5.1111,2.8889,6.7778,4.4444
1879,0.125,0.0,0.083333,0.16667,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.083333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.083333,0.16667,0.0,0.25,0.0,0.0,3.2222,6.1111,6.0,4.1111,5.2222,3.6667,4.4444,4.1111,5.2222,4.4444,4.2222,3.1111,4.7778,4.5556
1880,0.0,0.29167,0.0,0.58333,0.0,0.0,0.125,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.0,5.0,5.7778,5.5556,5.6667,6.8889,3.3333,4.6667,3.3333,4.6667,4.0,3.8889,6.2222,4.6667,6.1111
1881,0.083333,0.0,0.0,0.083333,0.16667,0.0,0.0,0.0,0.083333,0.083333,0.0,0.083333,0.0,0.083333,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.16667,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7778,5.3333,6.4444,5.5556,5.3333,5.1111,5.1111,4.3333,4.7778,5.7778,4.8889,5.1111,4.6667,4.7778
1882,0.0,0.083333,0.0,0.75,0.0,0.0,0.16667,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5556,5.8889,5.1111,5.8889,6.8889,5.7778,4.3333,3.8889,5.4444,4.4444,3.5556,6.7778,6.1111,6.7778
1883,0.0,0.0,0.25,0.0,0.0,0.083333,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.083333,0.0,0.16667,0.16667,0.083333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.083333,0.083333,0.0,3.0,4.8889,5.6667,4.0,5.5556,4.1111,4.2222,4.1111,4.1111,3.5556,4.5556,3.1111,3.5556,4.1111
1884,0.0,0.0,0.083333,0.25,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.16667,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.1111,6.1111,5.6667,5.3333,6.4444,5.3333,4.1111,5.2222,5.1111,3.3333,5.8889,5.6667,6.2222
1885,0.0,0.0,0.0,0.0,0.33333,0.083333,0.0,0.083333,0.0,0.0,0.25,0.083333,0.0,0.041667,0.58333,0.0,0.0,0.0,0.0,0.16667,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.041667,0.0,0.0,0.083333,0.083333,0.0,2.3333,5.0,6.2222,4.3333,2.2222,3.5556,4.3333,4.7778,3.6667,2.2222,3.4444,2.2222,3.2222,1.8889
1886,0.375,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.16667,0.083333,0.0,0.0,0.0,0.25,0.041667,0.25,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,6.4444,6.4444,6.6667,6.2222,5.0,6.1111,5.4444,2.4444,6.4444,5.8889,2.4444,5.4444,5.6667,6.5556
1887,0.0,0.0,0.25,0.0,0.0,0.083333,0.20833,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.5,0.0,0.16667,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,3.0,6.8889,6.8889,5.4444,3.7778,3.1111,4.5556,2.8889,4.7778,3.1111,5.3333,3.0,4.2222,3.2222
1888,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.16667,0.0,0.33333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.083333,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,4.8889,6.5556,7.0,6.7778,4.3333,5.3333,6.0,3.3333,5.3333,4.7778,2.6667,4.6667,4.6667,4.4444
1889,0.0,0.083333,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83333,0.0,0.0,0.0,7.3333,7.1111,6.4444,6.6667,6.0,7.2222,6.0,1.4444,6.7778,6.3333,2.5556,6.4444,6.6667,7.3333
1890,0.083333,0.083333,0.0,0.33333,0.16667,0.0,0.0,0.083333,0.083333,0.0,0.083333,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4444,5.4444,5.8889,5.5556,5.3333,4.7778,4.4444,2.3333,3.4444,6.3333,2.7778,4.8889,4.0,4.0
1891,0.083333,0.25,0.0,0.83333,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,6.1111,7.0,6.7778,6.7778,5.0,6.4444,5.8889,2.4444,5.3333,3.6667,2.4444,5.4444,5.4444,6.8889
1892,0.083333,0.0,0.58333,0.0,0.0,0.0,0.083333,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.083333,0.0,0.083333,0.16667,0.083333,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,5.8889,7.2222,6.8889,5.3333,3.6667,6.1111,5.1111,3.3333,4.3333,4.1111,3.2222,4.8889,5.7778,5.3333
1893,0.083333,0.41667,0.083333,0.41667,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.083333,0.25,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.083333,0.0,0.0,7.8889,6.5556,5.6667,6.4444,7.1111,7.4444,5.7778,2.3333,6.6667,6.0,2.3333,6.7778,6.5556,7.3333
1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.083333,0.0,0.0,5.8889,7.2222,6.3333,6.1111,6.1111,6.6667,6.7778,3.3333,5.3333,6.8889,2.7778,5.8889,6.1111,6.2222
1895,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.83333,0.083333,0.0,0.0,7.3333,7.1111,6.1111,6.3333,5.3333,6.5556,5.0,2.4444,5.7778,5.7778,2.7778,6.1111,5.5556,6.6667
1896,0.0,0.0,0.0,0.41667,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.41667,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,4.1111,6.2222,6.7778,5.7778,4.6667,5.0,6.1111,2.7778,4.2222,5.7778,3.1111,5.0,4.7778,4.0
1897,0.0,0.0,0.33333,0.25,0.0,0.0,0.0,0.0,0.25,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,5.2222,5.6667,5.8889,6.1111,5.7778,6.8889,5.7778,1.8889,6.7778,5.7778,3.4444,6.5556,7.2222,6.4444
1898,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.33333,0.16667,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,4.7778,4.7778,5.5556,4.3333,5.0,7.2222,4.6667,2.0,6.0,5.2222,4.2222,6.5556,6.4444,5.8889
1899,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.33333,0.0,0.083333,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.58333,0.0,0.0,4.4444,7.2222,7.0,5.4444,6.3333,6.7778,4.8889,2.1111,5.6667,5.4444,2.5556,4.0,6.3333,5.8889
1900,0.083333,0.25,0.083333,0.58333,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.083333,0.5,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.083333,0.0,0.0,7.5556,5.5556,6.3333,6.2222,7.2222,8.0,5.3333,1.5556,7.1111,7.1111,2.6667,6.6667,7.1111,7.5556
1901,0.0,0.0,0.0,0.0,0.33333,0.083333,0.0,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.41667,0.0,0.0,0.0,0.0,0.083333,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,1.7778,6.1111,7.1111,5.8889,1.6667,4.0,5.6667,4.8889,2.3333,2.6667,5.7778,3.0,4.1111,2.3333
1902,0.083333,0.41667,0.083333,0.58333,0.0,0.0,0.25,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.083333,0.41667,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.083333,0.0,0.0,5.4444,5.7778,6.5556,7.4444,7.5556,6.6667,5.3333,2.3333,6.3333,5.4444,3.3333,6.0,5.7778,6.5556
1903,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.083333,0.0,0.0,2.5556,4.0,4.1111,5.3333,2.4444,5.4444,3.7778,5.8889,5.2222,1.7778,4.3333,3.1111,2.7778,2.0
1904,0.083333,0.25,0.083333,0.5,0.0,0.0,0.33333,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.41667,0.25,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.16667,0.083333,0.083333,5.5556,5.4444,7.0,6.3333,7.6667,7.7778,5.5556,3.2222,5.4444,4.6667,3.0,6.6667,7.5556,7.0
1905,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16667,0.0,0.0,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,3.6667,5.5556,5.6667,5.1111,6.6667,5.1111,5.4444,2.6667,5.3333,6.1111,4.4444,4.8889,6.8889,4.7778
1906,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.16667,0.0,0.16667,0.0,0.0,0.25,0.083333,0.0,2.8889,6.1111,6.5556,3.6667,6.7778,2.1111,3.8889,6.1111,2.5556,6.2222,5.6667,1.6667,3.3333,2.4444
1907,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4444,5.5556,7.2222,4.6667,4.7778,6.5556,4.5556,7.4444,5.0,4.0,5.5556,4.1111,4.5556,2.3333
1908,0.0,0.0,0.0,0.33333,0.0,0.083333,0.0,0.16667,0.58333,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,5.2222,5.4444,6.1111,4.6667,4.7778,4.2222,4.4444,3.3333,5.3333,4.8889,3.5556,5.4444,3.8889,5.0
1909,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.083333,0.58333,0.0,0.0,0.0,5.8889,7.5556,7.3333,7.4444,5.8889,7.5556,5.8889,1.7778,7.0,6.3333,2.7778,6.4444,7.3333,7.1111
1910,0.0,0.0,0.33333,0.0,0.0,0.083333,0.33333,0.0,0.0,0.083333,0.16667,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,4.0,6.1111,4.6667,3.6667,4.3333,4.8889,4.3333,4.0,5.3333,4.2222,5.6667,4.7778,5.6667,4.4444
1911,0.16667,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.83333,0.0,0.0,0.0,0.0,0.0,0.0,6.5556,6.1111,7.0,7.2222,7.0,8.0,4.5556,1.8889,6.5556,6.0,2.3333,6.5556,6.6667,7.1111
1912,0.083333,0.16667,0.0,0.58333,0.0,0.0,0.25,0.083333,0.0,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.16667,0.0,0.0,0.0,0.25,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,5.7778,6.5556,6.8889,5.8889,6.2222,5.7778,5.6667,2.6667,5.7778,5.4444,4.6667,5.5556,6.7778,6.0
1913,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.41667,0.0,0.083333,0.66667,0.0,0.0,0.0,5.3333,6.1111,6.5556,7.4444,6.0,7.4444,6.5556,2.0,6.7778,6.1111,2.5556,6.2222,7.2222,6.1111
1914,0.16667,0.0,0.0,0.16667,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.16667,0.0,0.16667,0.25,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.25,0.083333,0.25,3.2222,6.8889,7.1111,4.1111,5.4444,5.0,5.4444,2.8889,5.5556,3.8889,4.2222,2.8889,7.4444,4.1111
1915,0.0,0.0,0.58333,0.083333,0.0,0.0,0.41667,0.0,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.16667,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.8889,6.4444,4.8889,4.8889,4.7778,4.3333,2.7778,5.6667,5.0,3.1111,3.8889,5.5556,5.7778
1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.25,0.0,0.0,0.0,0.66667,0.0,0.0,0.0,0.0,0.16667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,2.6667,6.2222,5.5556,4.2222,4.2222,2.5556,4.5556,3.7778,4.4444,4.1111,4.1111,3.5556,4.8889,3.2222
1917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.16667,0.0,0.083333,1.0,0.083333,0.0,0.0,4.5556,6.7778,7.2222,7.5556,4.8889,7.0,6.0,2.2222,6.1111,3.7778,2.3333,5.3333,6.1111,6.2222
1918,0.0,0.33333,0.0,0.5,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.083333,0.0,7.8889,7.0,6.2222,6.1111,7.0,6.7778,5.6667,2.0,7.0,6.8889,2.5556,6.7778,6.3333,7.0
1919,0.16667,0.0,0.0,0.083333,0.0,0.0,0.33333,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.083333,3.7778,6.1111,6.2222,5.7778,5.6667,6.3333,5.3333,3.0,6.1111,4.4444,4.0,5.2222,6.4444,4.2222
1920,0.0,0.0,0.16667,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.41667,0.0,0.0,0.0,0.16667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6667,5.5556,6.0,5.1111,5.2222,6.8889,3.6667,2.8889,5.3333,4.2222,3.7778,5.5556,6.7778,5.6667
1921,0.0,0.0,0.46154,0.038462,0.0,0.0,0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.30769,0.076923,0.0,0.076923,0.46154,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15385,0.0,0.0,4.4444,5.1111,5.7778,3.6667,3.2222,4.7778,4.2222,3.3333,5.3333,3.1111,2.8889,3.8889,7.2222,5.7778
1922,0.0,0.0,0.0,0.0,0.38462,0.076923,0.0,0.0,0.0,0.0,0.076923,0.15385,0.0,0.15385,0.57692,0.15385,0.0,0.0,0.0,0.30769,0.0,0.84615,0.076923,0.0,0.0,0.0,0.0,0.0,0.30769,0.0,0.0,0.076923,0.15385,0.0,1.5556,5.1111,4.5556,3.5556,3.1111,1.1111,2.2222,6.7778,1.5556,2.2222,4.4444,1.3333,1.2222,1.2222
1923,0.076923,0.0,0.0,0.23077,0.15385,0.15385,0.0,0.0,0.076923,0.0,0.15385,0.23077,0.0,0.15385,0.34615,0.0,0.0,0.0,0.0,0.15385,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.076923,0.0,0.0,0.0,0.0,1.8889,4.4444,4.5556,3.2222,2.0,2.6667,3.7778,6.1111,2.5556,2.4444,4.0,2.4444,2.2222,2.6667
1924,0.15385,0.61538,0.0,0.19231,0.0,0.0,0.38462,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.30769,0.0,0.0,0.0,0.076923,0.0,0.15385,0.0,0.15385,0.0,0.0,6.7778,5.2222,6.4444,6.3333,5.7778,7.1111,4.0,2.5556,5.8889,3.7778,3.2222,6.3333,6.5556,7.4444
1925,0.0,0.0,0.15385,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.076923,0.0,0.076923,0.0,0.0,0.0,0.15385,0.0,0.076923,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.19231,0.0,0.15385,0.84615,0.076923,0.0,0.0,5.5556,6.5556,4.8889,5.1111,4.7778,5.5556,5.3333,3.4444,5.3333,4.6667,3.2222,5.0,6.3333,6.4444
1926,0.0,0.0,0.0,0.0,0.0,0.46154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.46154,0.0,0.15385,0.0,0.0,0.0,0.0,0.30769,0.0,0.076923,0.0,0.0,0.15385,0.0,0.0,1.5556,5.6667,6.2222,3.1111,2.6667,2.6667,3.4444,5.1111,4.5556,2.5556,4.3333,1.8889,6.3333,3.0
1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23077,0.0,0.0,0.15385,0.0,0.0,0.076923,0.46154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38462,0.23077,0.0,0.0,3.5556,4.3333,4.2222,4.1111,3.6667,4.7778,3.7778,4.2222,5.1111,4.4444,3.2222,4.2222,4.4444,3.8889
1928,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.23077,0.23077,0.076923,0.076923,0.0,0.0,0.076923,0.30769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19231,0.0,0.0,0.19231,0.076923,0.0,0.0,3.0,4.1111,4.0,3.7778,3.3333,5.7778,2.6667,4.7778,5.0,3.4444,3.6667,4.4444,4.0,3.1111
1929,0.038462,0.34615,0.0,0.65385,0.0,0.0,0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.23077,0.15385,0.0,5.6667,5.3333,6.4444,5.3333,5.1111,6.3333,4.5556,2.4444,4.5556,3.7778,2.8889,4.2222,6.2222,5.1111
1930,0.0,0.34615,0.0,0.76923,0.0,0.0,0.15385,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.076923,0.23077,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.15385,0.0,0.0,6.8889,4.1111,5.2222,4.1111,4.6667,6.4444,3.8889,2.8889,5.5556,3.1111,2.6667,5.3333,7.2222,5.8889
1931,0.0,0.0,0.0,0.0,0.0,0.53846,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.69231,0.0,0.15385,0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,1.4444,4.2222,6.0,3.2222,3.3333,3.3333,3.2222,5.1111,3.0,2.3333,4.2222,1.6667,3.6667,3.4444
1932,0.0,0.0,0.0,0.076923,0.0,0.0,0.23077,0.0,0.076923,0.076923,0.30769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.038462,0.0,0.15385,0.0,0.15385,0.0,0.0,6.1111,4.2222,5.5556,4.8889,3.7778,7.2222,4.1111,2.7778,5.2222,3.3333,2.2222,5.7778,6.7778,6.2222
1933,0.0,0.0,0.0,0.0,0.076923,0.0,0.076923,0.0,0.0,0.0,0.15385,0.0,0.0,0.076923,0.53846,0.076923,0.0,0.0,0.0,0.19231,0.076923,0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.65385,0.0,0.0,0.0,0.23077,0.0,2.4444,4.4444,6.4444,5.8889,6.3333,4.5556,5.3333,4.6667,2.5556,3.3333,3.1111,5.6667,3.3333,1.2222
1934,0.0,0.0,0.0,0.0,0.0,0.15385,0.0,0.30769,0.0,0.0,0.15385,0.0,0.0,0.0,0.69231,0.15385,0.0,0.0,0.0,0.038462,0.0,0.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15385,0.0,0.0,1.2222,5.7778,5.3333,3.8889,1.7778,3.1111,3.3333,6.2222,3.6667,1.6667,4.0,2.0,3.3333,1.6667
