num,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
1111,1.7778,6.2222,5.5556,3.1111,3.2222,2.6667,4.0,5.0,3.6667,3.6667,4.7778,2.3333,3.1111,1.8889
1112,7.7778,7.0,6.4444,6.3333,6.5556,7.1111,4.2222,1.4444,6.7778,6.7778,2.7778,6.6667,7.8889,8.3333
1113,7.6667,5.8889,6.4444,4.6667,6.8889,6.8889,4.1111,2.3333,6.7778,6.2222,3.1111,6.1111,7.7778,8.4444
1114,2.8889,6.8889,6.8889,3.1111,4.6667,2.5556,4.4444,5.5556,4.6667,4.2222,4.8889,2.0,7.6667,2.7778
1115,2.1111,6.8889,6.4444,3.6667,5.8889,1.7778,3.5556,4.3333,3.7778,4.4444,5.1111,2.1111,4.1111,3.0
1116,5.8889,5.8889,4.8889,4.8889,5.3333,5.6667,5.1111,4.7778,5.0,4.8889,3.8889,4.8889,6.0,5.8889
1117,2.4444,3.8889,5.7778,5.6667,3.2222,6.6667,4.0,3.7778,3.7778,2.6667,3.7778,4.8889,4.5556,2.8889
1118,2.4444,4.8889,4.2222,3.5556,2.2222,5.0,5.6667,6.0,5.3333,2.1111,5.2222,4.1111,3.4444,2.8889
1119,2.0,6.2222,7.3333,4.5556,3.7778,1.3333,5.5556,3.7778,2.3333,4.0,5.5556,1.5556,2.7778,2.6667
1120,6.4444,6.6667,7.7778,6.2222,4.7778,7.8889,5.1111,2.2222,5.7778,4.2222,2.7778,6.3333,6.3333,6.7778
1121,7.7778,7.5556,7.2222,5.8889,4.3333,8.5556,5.2222,2.5556,7.1111,5.2222,2.5556,7.4444,7.6667,6.5556
1122,1.7778,5.3333,5.2222,3.0,3.7778,3.0,4.2222,5.5556,4.3333,2.7778,4.5556,3.6667,3.0,2.2222
1123,1.3333,4.0,5.2222,4.8889,3.0,3.3333,3.2222,4.3333,3.4444,2.7778,3.4444,3.3333,3.0,1.3333
1124,6.7778,6.7778,6.7778,7.1111,5.1111,7.1111,5.6667,1.3333,5.1111,5.4444,3.1111,6.7778,8.1111,7.4444
1125,5.8889,6.1111,6.6667,7.6667,4.4444,5.7778,5.1111,2.3333,5.3333,6.0,2.6667,6.8889,5.8889,6.4444
1126,1.4444,5.3333,5.4444,4.0,1.8889,1.4444,3.3333,5.2222,2.3333,2.0,6.2222,1.7778,2.5556,1.5556
1127,7.8889,5.5556,6.4444,7.3333,7.0,8.4444,4.2222,1.1111,7.4444,5.0,1.8889,7.8889,8.1111,8.3333
1128,6.1111,6.3333,8.0,7.2222,4.5556,7.5556,5.4444,2.1111,5.6667,4.1111,2.3333,6.2222,7.1111,6.5556
1129,5.6667,5.4444,6.1111,5.1111,5.5556,5.7778,4.6667,3.0,5.3333,4.2222,4.1111,5.1111,5.7778,5.4444
1130,6.3333,5.2222,6.2222,5.8889,5.8889,7.2222,5.4444,2.4444,6.6667,6.0,3.1111,6.0,7.4444,6.7778
1131,7.0,6.6667,6.4444,6.1111,6.6667,6.1111,5.5556,2.1111,5.8889,6.5556,3.4444,6.4444,7.7778,7.2222
1132,5.6667,5.7778,5.5556,5.1111,4.7778,6.4444,4.3333,3.4444,5.3333,4.6667,3.7778,6.0,5.8889,5.4444
1133,6.7778,6.8889,6.7778,6.3333,7.0,7.0,5.7778,2.5556,5.8889,6.0,2.6667,6.7778,6.8889,7.6667
1134,3.5556,6.2222,5.7778,4.3333,6.2222,3.7778,4.5556,4.8889,3.6667,5.2222,5.7778,3.3333,5.4444,4.6667
1135,2.2222,5.7778,5.4444,4.7778,4.5556,3.4444,4.3333,3.3333,2.7778,4.2222,4.1111,2.8889,2.6667,3.5556
1136,2.1111,5.5556,5.3333,3.1111,5.0,4.0,4.1111,4.6667,3.2222,3.5556,5.0,3.4444,3.4444,2.8889
1137,1.7778,5.1111,6.7778,4.0,5.6667,2.3333,4.2222,4.7778,2.2222,3.0,5.4444,1.7778,3.0,2.3333
1138,5.3333,5.1111,5.1111,4.5556,4.8889,6.2222,3.8889,4.4444,4.3333,4.0,4.6667,4.4444,5.0,5.0
1139,5.1111,5.8889,6.0,3.7778,4.3333,6.2222,4.3333,3.6667,5.2222,4.0,4.4444,5.4444,6.2222,4.7778
1140,2.3333,6.2222,6.4444,3.5556,5.7778,4.5556,6.1111,3.3333,4.7778,4.2222,4.5556,2.7778,6.2222,3.8889
1141,5.3333,6.7778,7.2222,6.0,4.0,6.5556,5.5556,3.0,5.6667,3.8889,3.3333,5.4444,5.8889,6.1111
1142,3.4444,5.2222,5.7778,4.0,4.5556,5.5556,5.4444,3.1111,5.4444,3.3333,3.4444,6.1111,4.3333,4.0
1143,5.8889,6.5556,6.7778,5.8889,3.5556,7.4444,4.6667,3.1111,6.2222,3.8889,3.8889,6.3333,5.5556,5.4444
1144,4.6667,7.2222,6.0,6.1111,3.0,5.2222,5.1111,5.0,5.1111,3.2222,5.4444,5.6667,5.1111,4.1111
1145,5.5556,6.4444,7.0,6.1111,6.5556,7.0,4.7778,3.0,6.2222,3.5556,4.1111,4.3333,7.2222,7.0
1146,6.3333,6.3333,6.5556,7.2222,6.1111,6.6667,4.5556,2.6667,5.0,5.6667,4.0,6.1111,7.1111,6.8889
1147,3.6667,5.6667,4.7778,6.0,5.0,2.7778,4.4444,2.3333,4.8889,4.1111,5.7778,4.0,3.5556,4.2222
1148,5.1111,6.1111,6.2222,4.1111,4.6667,6.1111,5.0,3.3333,5.1111,3.3333,3.4444,5.6667,5.1111,6.0
1149,2.1111,6.7778,7.1111,5.1111,4.5556,3.2222,5.0,4.0,4.6667,2.8889,4.4444,2.2222,5.3333,3.8889
1150,4.1111,6.4444,7.5556,4.7778,6.2222,3.3333,5.7778,4.0,3.4444,3.4444,6.2222,2.8889,3.6667,4.4444
1151,7.0,6.6667,6.4444,6.4444,4.5556,8.0,4.6667,2.0,6.0,4.3333,4.0,6.4444,6.7778,7.0
1152,4.7778,7.3333,7.5556,6.2222,4.6667,5.6667,5.2222,2.3333,5.6667,3.7778,4.0,5.3333,6.6667,7.1111
1153,6.3333,6.8889,7.3333,5.2222,5.1111,6.0,4.7778,3.8889,6.1111,4.0,2.8889,4.5556,7.7778,7.0
1154,7.4444,5.4444,7.1111,6.1111,6.5556,8.4444,5.0,2.8889,6.8889,5.4444,2.6667,6.0,8.2222,7.2222
1155,2.6667,6.0,6.7778,4.1111,4.6667,3.2222,4.4444,3.5556,2.2222,4.2222,6.6667,5.2222,4.2222,5.2222
1156,4.4444,5.4444,7.0,5.4444,5.0,7.7778,3.6667,3.4444,6.0,4.5556,3.6667,4.5556,7.3333,4.2222
1157,8.3333,4.2222,5.8889,6.2222,7.1111,8.2222,3.0,1.1111,7.6667,4.8889,2.4444,7.6667,8.0,7.8889
1158,7.6667,5.7778,6.5556,5.0,6.7778,3.8889,3.7778,2.4444,3.5556,3.8889,6.6667,5.5556,4.8889,7.4444
1159,7.4444,6.7778,6.5556,6.1111,6.5556,7.4444,4.0,2.7778,6.6667,5.0,2.3333,6.2222,8.5556,7.7778
1160,1.3333,7.3333,6.5556,4.2222,4.2222,2.1111,4.7778,4.1111,3.6667,4.1111,6.4444,1.4444,5.8889,2.3333
1161,4.0,4.6667,4.8889,4.4444,4.7778,5.7778,3.6667,4.6667,4.2222,3.6667,3.5556,4.3333,6.1111,4.6667
1162,7.2222,5.6667,6.5556,6.2222,3.3333,8.0,4.0,3.8889,6.4444,4.3333,3.5556,5.8889,7.3333,6.4444
1163,5.8889,7.4444,7.4444,5.4444,5.4444,5.5556,5.2222,5.0,5.4444,4.4444,3.3333,4.1111,8.0,7.3333
1164,2.0,4.1111,4.6667,3.3333,6.0,3.8889,3.0,4.0,2.7778,4.3333,6.1111,3.8889,3.3333,2.5556
1165,1.6667,6.4444,6.5556,2.1111,4.3333,1.8889,2.8889,6.2222,2.8889,3.8889,5.6667,1.7778,3.7778,2.3333
1166,5.3333,5.5556,6.0,6.1111,4.4444,7.3333,6.2222,3.4444,4.0,4.8889,4.0,5.4444,5.4444,6.0
1167,6.8889,6.4444,6.8889,5.3333,6.6667,8.0,5.6667,2.3333,5.3333,6.8889,2.7778,7.0,5.5556,6.5556
1168,6.8889,7.4444,7.6667,6.0,7.2222,7.4444,4.2222,2.6667,6.5556,4.6667,3.3333,6.6667,7.3333,7.7778
1169,5.7778,6.3333,7.1111,5.2222,8.4444,5.6667,5.3333,4.8889,3.1111,7.5556,4.6667,4.3333,5.7778,4.0
1170,1.2222,4.3333,3.7778,2.8889,3.4444,4.0,3.3333,7.6667,4.4444,2.8889,7.2222,3.2222,2.5556,1.4444
1171,5.2222,5.1111,6.1111,5.0,4.3333,6.5556,5.7778,2.5556,5.5556,4.8889,2.8889,5.6667,6.5556,5.5556
1172,2.1111,6.7778,7.3333,3.1111,3.6667,4.7778,3.3333,6.3333,4.5556,3.2222,4.6667,1.5556,6.3333,2.8889
1173,6.1111,7.4444,7.2222,6.2222,6.4444,6.0,6.2222,2.7778,6.6667,6.3333,3.4444,6.4444,6.6667,7.7778
1174,1.1111,5.7778,6.2222,2.8889,3.4444,1.5556,4.1111,6.5556,1.5556,3.7778,5.0,1.3333,2.5556,1.2222
1175,5.5556,7.0,7.8889,5.8889,5.8889,7.7778,5.2222,4.4444,6.3333,5.3333,3.0,5.5556,8.1111,6.7778
1176,2.8889,4.5556,5.4444,3.3333,4.0,6.0,4.3333,4.4444,5.2222,3.3333,3.7778,4.1111,5.1111,3.4444
1177,3.4444,2.0,4.3333,5.3333,4.5556,6.8889,5.0,4.5556,5.6667,4.3333,3.1111,5.8889,5.0,2.7778
1178,6.3333,5.1111,6.3333,5.7778,4.1111,7.8889,4.3333,1.8889,6.6667,4.5556,2.0,6.6667,6.8889,6.2222
1179,7.4444,6.8889,7.3333,7.0,6.3333,8.0,3.8889,2.2222,7.1111,6.5556,3.0,6.4444,7.6667,7.1111
1180,7.7778,5.7778,8.0,7.0,5.2222,8.3333,4.5556,2.5556,7.2222,5.5556,2.3333,7.8889,7.3333,7.4444
1181,1.8889,6.1111,6.3333,5.5556,3.8889,3.0,3.2222,4.3333,4.0,3.8889,3.3333,3.2222,3.4444,3.1111
1182,3.0,3.4444,5.6667,4.6667,3.3333,4.6667,4.4444,4.3333,4.2222,3.6667,3.6667,4.2222,4.8889,3.5556
1183,1.4444,5.8889,6.5556,4.1111,4.6667,2.5556,3.6667,4.1111,3.8889,2.6667,2.7778,1.6667,3.5556,1.8889
1184,1.8889,4.7778,6.4444,4.0,5.4444,2.1111,2.7778,5.8889,2.4444,3.6667,4.3333,2.0,1.6667,1.4444
1185,1.6667,5.4444,6.3333,4.8889,5.2222,2.2222,4.2222,4.7778,4.5556,2.8889,2.8889,2.0,2.2222,2.2222
1186,2.0,7.6667,7.6667,5.0,4.3333,3.2222,5.0,3.6667,5.8889,4.5556,2.8889,3.4444,7.2222,4.4444
1187,6.4444,6.0,6.8889,6.7778,6.3333,7.4444,4.3333,1.8889,7.8889,5.2222,2.3333,6.8889,8.2222,7.8889
1188,7.3333,6.2222,6.8889,5.7778,7.5556,7.4444,3.8889,2.1111,7.0,4.5556,2.0,7.2222,7.2222,7.5556
1189,1.6667,6.2222,6.2222,3.3333,2.6667,2.7778,3.5556,5.5556,3.1111,2.3333,5.3333,2.1111,3.7778,1.7778
1190,2.1111,4.8889,5.1111,3.2222,4.5556,4.2222,3.4444,5.2222,4.2222,2.5556,4.8889,3.3333,3.1111,2.1111
1191,7.3333,6.4444,7.0,6.6667,5.7778,7.7778,5.1111,1.3333,7.1111,5.8889,1.8889,7.0,7.8889,6.7778
1192,6.7778,6.1111,6.6667,6.1111,6.4444,7.2222,5.2222,2.1111,7.1111,6.0,1.7778,6.5556,7.0,6.3333
1193,7.8889,6.0,5.5556,6.7778,5.1111,7.3333,5.3333,1.8889,7.6667,5.3333,1.5556,7.3333,6.8889,7.5556
1194,1.3333,6.0,4.7778,3.0,2.3333,2.4444,3.1111,6.6667,3.6667,2.2222,5.5556,2.4444,2.7778,1.3333
1195,5.4444,7.2222,6.7778,5.7778,5.5556,6.0,5.0,3.2222,5.7778,4.4444,3.2222,4.6667,5.8889,5.7778
1196,2.6667,5.6667,6.1111,2.8889,6.0,2.7778,4.2222,4.7778,3.2222,3.8889,5.0,3.0,3.6667,3.0
1197,2.5556,7.3333,7.4444,3.6667,6.0,3.2222,5.0,4.4444,3.2222,4.7778,3.7778,2.0,6.3333,3.7778
1198,4.5556,7.3333,7.2222,5.3333,4.6667,6.6667,5.5556,2.3333,6.3333,4.3333,2.2222,4.6667,7.2222,6.0
1199,2.4444,6.3333,6.5556,4.2222,6.1111,1.3333,4.5556,7.2222,1.2222,1.7778,4.6667,1.5556,1.8889,1.1111
1200,5.6667,6.2222,7.0,7.0,6.6667,6.8889,5.3333,2.3333,5.8889,6.6667,2.6667,5.8889,6.0,6.4444
1201,6.1111,5.1111,6.0,5.7778,5.1111,6.5556,5.2222,3.4444,6.3333,4.7778,3.6667,6.5556,6.3333,5.4444
1202,2.1111,5.6667,5.4444,4.4444,4.7778,2.0,4.7778,3.8889,3.3333,4.1111,5.1111,2.0,3.1111,2.8889
1203,3.5556,5.4444,5.4444,4.6667,4.8889,4.5556,3.7778,4.3333,4.0,4.2222,3.8889,3.3333,4.3333,2.4444
1204,2.5556,5.2222,5.4444,4.0,3.8889,3.0,4.1111,5.4444,3.6667,2.5556,4.6667,3.4444,3.4444,3.0
1205,8.0,6.5556,6.2222,6.0,4.1111,7.0,5.3333,3.3333,6.2222,4.1111,4.5556,7.2222,6.2222,7.2222
1206,4.7778,5.3333,4.8889,5.2222,5.3333,4.2222,4.5556,4.6667,5.2222,4.3333,3.7778,5.4444,4.4444,5.3333
1207,7.5556,6.2222,7.1111,7.0,5.1111,7.1111,6.0,3.8889,6.1111,4.8889,4.0,6.2222,5.7778,8.2222
1208,1.7778,4.6667,3.7778,3.7778,3.0,2.6667,5.6667,4.6667,2.8889,3.1111,3.6667,2.3333,3.5556,2.6667
1209,6.0,4.7778,6.0,5.5556,6.1111,6.1111,4.5556,3.8889,5.3333,4.3333,3.3333,6.5556,6.0,7.4444
1210,7.1111,6.0,5.8889,6.5556,6.6667,6.8889,3.8889,4.0,6.4444,6.1111,3.3333,6.2222,6.5556,7.0
1211,5.2222,4.8889,5.3333,5.3333,6.4444,5.7778,4.5556,4.4444,5.6667,6.2222,4.8889,5.3333,5.4444,5.7778
1212,2.6667,6.4444,6.2222,4.4444,5.0,4.7778,3.5556,5.1111,5.2222,4.3333,2.8889,1.8889,5.8889,2.7778
1213,6.8889,6.5556,7.0,5.8889,6.5556,7.1111,4.4444,2.2222,6.3333,5.8889,2.8889,6.5556,6.6667,7.3333
1214,3.0,7.0,6.2222,4.3333,3.5556,2.6667,5.5556,4.6667,4.1111,3.8889,4.6667,3.2222,4.1111,2.8889
1215,5.6667,5.6667,6.2222,4.5556,5.1111,5.5556,4.7778,3.2222,6.1111,4.3333,3.1111,4.2222,7.2222,5.7778
1216,6.6667,4.8889,7.0,5.8889,4.3333,7.0,3.6667,2.0,6.3333,4.7778,3.2222,6.4444,6.2222,7.1111
1217,1.8889,6.1111,6.2222,3.6667,3.6667,3.3333,4.3333,5.5556,3.6667,2.1111,4.6667,3.0,3.4444,2.1111
1218,6.0,6.6667,6.7778,4.8889,6.3333,7.4444,6.1111,3.3333,7.4444,5.7778,3.0,6.1111,6.3333,6.3333
1219,2.1111,6.4444,7.1111,3.7778,7.0,3.6667,4.7778,4.8889,5.0,4.1111,3.2222,2.5556,6.5556,3.7778
1220,4.7778,5.0,5.4444,4.2222,4.4444,4.4444,4.8889,3.2222,4.4444,4.5556,3.3333,4.8889,5.1111,5.0
1221,2.0,6.3333,7.2222,4.4444,5.7778,2.7778,3.4444,4.5556,2.8889,4.1111,5.2222,1.4444,3.7778,2.0
1222,2.6667,5.3333,6.1111,3.8889,5.2222,2.5556,4.0,5.4444,2.8889,2.4444,3.8889,2.1111,3.0,2.2222
1223,5.8889,5.1111,7.2222,5.5556,3.8889,7.0,4.3333,2.3333,5.7778,3.8889,2.4444,5.6667,6.4444,6.0
1224,2.6667,6.2222,6.2222,4.3333,3.8889,3.4444,5.0,5.3333,4.6667,2.6667,4.4444,2.3333,3.0,2.2222
1225,2.6667,5.5556,5.7778,3.1111,3.5556,2.2222,5.3333,4.1111,4.0,4.2222,5.6667,4.2222,2.8889,4.3333
1226,1.3333,6.5556,6.7778,4.0,2.5556,2.7778,3.6667,6.3333,3.1111,3.8889,5.7778,1.5556,2.8889,2.2222
1227,1.6667,6.5556,6.4444,3.2222,5.0,2.4444,4.6667,5.8889,3.0,3.7778,5.7778,2.0,3.4444,3.1111
1228,5.7778,6.0,5.8889,6.4444,4.8889,6.5556,4.7778,3.3333,4.8889,5.1111,3.5556,4.8889,5.8889,6.3333
1229,3.3333,6.2222,6.3333,4.8889,5.8889,2.2222,4.7778,3.4444,1.6667,5.6667,4.1111,3.5556,3.6667,3.4444
1230,5.6667,4.3333,5.8889,6.0,5.7778,6.3333,4.8889,1.7778,5.0,5.4444,2.5556,6.3333,6.1111,6.3333
1231,2.4444,7.4444,7.5556,3.6667,4.7778,1.7778,4.2222,4.8889,2.6667,4.1111,6.1111,1.4444,3.3333,3.4444
1232,8.8889,4.7778,6.1111,6.2222,4.8889,8.0,4.0,1.6667,5.0,4.7778,3.0,7.5556,6.2222,8.3333
1233,3.6667,5.3333,5.5556,5.1111,4.8889,3.6667,5.4444,3.4444,3.8889,4.6667,3.7778,4.2222,4.7778,4.5556
1234,3.2222,7.4444,6.8889,3.4444,6.6667,1.7778,5.6667,5.3333,3.5556,4.0,6.0,2.5556,6.4444,3.6667
1235,2.2222,7.4444,7.0,3.1111,5.1111,2.2222,4.2222,5.2222,4.6667,3.6667,5.1111,1.5556,5.0,3.0
1236,8.1111,5.7778,6.4444,4.8889,7.3333,7.5556,5.1111,2.4444,6.4444,6.0,4.3333,6.7778,7.4444,7.8889
1237,1.5556,7.3333,7.1111,4.6667,5.8889,2.5556,5.6667,3.7778,3.6667,4.4444,4.4444,3.1111,6.5556,2.6667
1238,6.1111,5.2222,6.7778,4.5556,7.6667,5.3333,3.4444,4.6667,3.3333,7.2222,4.1111,5.2222,5.6667,6.4444
1239,3.2222,6.4444,6.6667,5.8889,7.1111,6.2222,4.7778,2.2222,5.4444,4.3333,4.3333,5.2222,6.4444,5.6667
1240,6.7778,5.6667,6.3333,6.6667,6.8889,6.8889,5.0,1.8889,5.8889,4.0,2.4444,5.6667,6.1111,7.0
1241,6.4444,7.1111,7.3333,4.5556,6.1111,8.0,5.4444,3.4444,7.1111,5.0,3.4444,5.8889,8.0,6.2222
1242,6.6667,6.4444,6.0,6.5556,6.7778,7.4444,5.2222,2.6667,6.8889,5.3333,2.7778,6.4444,7.0,7.2222
1243,7.0,7.0,7.1111,6.0,5.5556,7.4444,5.3333,3.7778,6.7778,6.0,4.5556,6.0,6.7778,7.0
1244,3.6667,6.8889,6.2222,3.2222,4.0,5.0,4.8889,4.7778,5.8889,3.5556,4.0,4.5556,5.0,4.7778
1245,8.2222,6.5556,6.6667,6.3333,7.5556,7.6667,4.8889,1.7778,6.7778,4.3333,2.4444,7.2222,6.2222,7.6667
1246,7.6667,6.4444,6.5556,5.6667,7.3333,7.5556,5.1111,1.7778,7.3333,5.6667,2.3333,7.6667,7.2222,8.1111
1247,6.3333,7.0,6.8889,6.7778,6.2222,7.5556,6.2222,2.8889,5.8889,5.8889,5.0,6.1111,5.4444,6.6667
1248,7.0,7.8889,6.7778,7.3333,7.1111,8.3333,6.6667,2.6667,7.2222,6.8889,3.7778,6.7778,7.3333,8.1111
1249,5.3333,5.4444,5.2222,5.6667,6.8889,6.5556,5.5556,3.8889,5.6667,6.5556,3.3333,6.4444,5.8889,5.5556
1250,3.1111,6.0,7.3333,3.7778,5.5556,5.8889,5.8889,3.7778,5.4444,4.2222,3.3333,3.2222,6.8889,4.6667
1251,5.2222,5.3333,5.0,5.4444,4.8889,5.3333,4.7778,3.0,5.0,5.3333,3.2222,6.1111,5.0,5.0
1252,8.1111,7.1111,7.5556,6.3333,5.7778,7.7778,5.2222,3.8889,6.7778,5.7778,2.4444,8.1111,7.4444,6.7778
1253,6.2222,6.8889,7.3333,7.3333,6.3333,6.6667,6.3333,3.7778,5.8889,7.0,3.1111,6.4444,5.5556,7.0
1254,4.6667,4.0,3.8889,4.7778,4.3333,7.3333,4.8889,4.8889,5.7778,4.2222,4.1111,6.6667,5.6667,4.0
1255,7.1111,6.3333,6.3333,5.1111,4.7778,7.5556,6.1111,3.6667,6.8889,6.1111,2.4444,6.4444,7.7778,6.8889
1256,4.1111,4.7778,6.2222,5.4444,6.3333,5.5556,5.4444,3.8889,4.4444,6.5556,2.8889,5.2222,4.1111,5.7778
1257,4.7778,6.6667,7.2222,5.7778,5.4444,6.6667,5.3333,4.8889,6.7778,6.2222,3.1111,5.2222,7.1111,6.4444
1258,2.4444,6.6667,7.0,3.6667,6.1111,4.4444,6.0,3.5556,6.2222,4.4444,4.4444,2.5556,6.8889,4.1111
1259,3.1111,5.7778,6.3333,4.3333,7.0,4.6667,5.0,6.1111,2.3333,4.8889,5.8889,3.4444,2.0,2.1111
1260,2.7778,6.7778,8.0,4.4444,5.6667,2.7778,5.7778,4.7778,2.1111,5.5556,4.6667,2.5556,2.5556,2.6667
1261,3.1111,6.0,6.2222,4.3333,4.1111,4.2222,4.0,3.3333,5.4444,4.2222,3.4444,4.2222,4.8889,4.7778
1262,4.0,3.7778,4.1111,4.2222,4.1111,5.6667,3.7778,3.6667,4.7778,4.2222,3.4444,5.2222,4.2222,4.2222
1263,7.6667,6.3333,6.6667,6.1111,6.0,8.0,5.3333,2.7778,7.0,6.3333,2.8889,7.2222,7.4444,8.4444
1264,1.5556,6.3333,7.2222,4.8889,5.4444,2.3333,4.6667,4.2222,4.4444,5.5556,3.5556,3.1111,5.5556,3.7778
1265,3.6667,5.6667,6.5556,4.5556,4.7778,5.3333,4.2222,3.6667,4.8889,5.3333,3.4444,4.7778,4.0,4.2222
1266,3.5556,5.3333,5.2222,3.8889,4.2222,5.5556,4.7778,4.6667,5.4444,4.7778,4.2222,5.2222,3.8889,3.6667
1267,6.4444,5.4444,6.1111,5.3333,5.4444,7.8889,4.6667,2.0,6.7778,6.1111,2.4444,7.0,6.8889,8.1111
1268,1.2222,6.2222,5.6667,5.0,4.1111,2.4444,4.2222,6.3333,4.6667,5.3333,4.1111,2.1111,2.7778,2.0
1269,7.0,6.4444,6.1111,5.7778,5.8889,6.5556,4.4444,2.5556,7.2222,5.8889,2.0,6.7778,7.3333,7.8889
1270,7.5556,5.7778,6.8889,5.3333,5.0,7.5556,5.0,2.4444,6.2222,5.6667,2.7778,6.6667,7.6667,7.8889
1271,1.2222,7.2222,5.1111,2.8889,3.8889,2.2222,4.0,7.7778,3.6667,3.3333,3.8889,1.3333,1.8889,1.1111
1272,7.2222,5.5556,5.5556,5.4444,5.3333,7.6667,4.6667,1.8889,6.6667,6.0,2.4444,6.6667,6.5556,7.8889
1273,7.2222,6.0,6.3333,7.1111,6.8889,7.4444,4.5556,1.5556,7.3333,6.5556,2.3333,7.3333,6.5556,7.2222
1274,4.6667,6.2222,6.2222,4.6667,5.5556,5.4444,4.4444,2.4444,4.1111,3.6667,5.2222,4.4444,5.8889,5.4444
1275,1.7778,3.7778,4.6667,3.6667,2.5556,3.6667,3.3333,5.4444,4.2222,2.6667,6.2222,3.4444,2.4444,1.7778
1276,2.2222,6.5556,7.1111,4.4444,4.8889,2.7778,4.4444,5.6667,2.8889,3.4444,4.7778,1.7778,1.6667,2.0
1277,2.8889,6.1111,6.5556,5.1111,4.5556,4.7778,5.2222,3.3333,4.0,3.8889,5.4444,4.0,5.1111,4.4444
1278,5.6667,6.0,6.8889,6.5556,6.4444,7.3333,4.5556,2.8889,6.5556,5.2222,3.6667,6.6667,7.3333,6.5556
1279,2.4444,5.7778,7.6667,4.8889,6.3333,1.7778,2.8889,4.1111,2.1111,5.2222,5.1111,1.6667,2.0,2.0
1280,3.7778,5.6667,7.0,5.8889,5.3333,6.0,4.1111,4.7778,6.1111,4.1111,5.3333,5.7778,6.1111,5.1111
1281,5.6667,6.6667,7.1111,4.4444,5.5556,5.5556,3.6667,4.0,5.7778,4.2222,5.2222,6.1111,6.4444,5.1111
1282,7.5556,5.8889,6.5556,6.2222,7.1111,7.1111,3.7778,1.5556,6.6667,6.5556,2.2222,7.0,7.4444,7.4444
1283,1.7778,6.1111,7.2222,5.3333,5.3333,5.0,3.6667,4.7778,5.4444,3.8889,4.3333,2.3333,6.3333,2.8889
1284,2.2222,5.5556,6.6667,5.1111,5.4444,5.2222,4.4444,5.3333,5.0,4.3333,4.4444,2.2222,5.0,3.6667
1285,7.5556,7.0,7.3333,7.2222,6.1111,7.4444,5.2222,2.5556,7.3333,7.0,2.2222,7.6667,7.3333,6.6667
1286,2.2222,5.4444,6.0,4.0,5.1111,2.2222,3.1111,4.3333,2.0,4.3333,4.7778,2.3333,2.6667,1.6667
1287,5.8889,5.7778,6.5556,6.5556,5.7778,7.1111,5.2222,2.2222,6.0,4.2222,3.7778,6.5556,6.7778,6.0
1288,6.5556,5.4444,6.6667,7.0,5.6667,7.0,5.7778,3.1111,6.0,5.7778,2.8889,6.8889,6.5556,5.4444
1289,5.4444,5.2222,5.8889,6.5556,6.0,7.0,4.4444,1.8889,5.3333,4.7778,3.4444,7.3333,6.1111,6.8889
1290,7.4444,7.2222,7.3333,6.1111,5.7778,6.7778,5.1111,2.0,5.3333,5.3333,3.0,7.7778,5.6667,8.0
1291,6.6667,6.3333,6.7778,5.7778,4.5556,7.6667,5.0,3.2222,6.2222,3.5556,3.8889,7.0,7.2222,7.0
1292,2.3333,5.7778,7.1111,5.5556,5.4444,2.0,3.3333,4.8889,2.7778,5.2222,4.0,2.3333,2.1111,1.6667
1293,5.0,6.3333,6.4444,7.2222,5.1111,7.4444,5.6667,2.6667,6.7778,4.8889,3.2222,7.5556,6.1111,6.2222
1294,2.7778,6.1111,7.2222,4.4444,4.8889,3.4444,4.2222,3.3333,5.3333,2.5556,4.1111,2.8889,6.3333,3.1111
1295,7.0,5.3333,7.0,6.7778,7.4444,7.5556,4.2222,2.4444,6.6667,6.0,2.7778,7.2222,7.6667,7.1111
1296,6.8889,6.6667,5.8889,5.6667,5.6667,5.4444,5.6667,2.4444,6.2222,5.1111,3.2222,7.1111,7.4444,6.6667
1297,4.1111,5.6667,5.5556,3.8889,3.1111,4.7778,3.4444,4.5556,5.1111,4.0,4.1111,2.7778,6.0,4.1111
1298,2.7778,4.8889,5.5556,3.8889,4.6667,6.3333,2.8889,5.4444,3.5556,4.1111,3.0,3.4444,5.0,2.0
1299,4.1111,5.6667,4.7778,4.2222,3.7778,7.0,4.3333,3.4444,5.8889,3.6667,3.6667,5.4444,5.4444,5.3333
1300,7.2222,4.5556,5.7778,6.7778,6.4444,7.2222,4.4444,2.1111,6.5556,5.6667,2.4444,7.5556,7.0,8.0
1301,4.4444,5.4444,6.5556,4.6667,4.3333,7.0,4.6667,5.1111,5.4444,4.6667,3.6667,4.3333,6.3333,5.0
1302,3.0,2.8889,4.8889,3.2222,3.3333,3.1111,3.1111,4.2222,3.0,4.5556,4.3333,3.7778,3.5556,3.2222
1303,2.7778,4.2222,5.4444,4.4444,4.3333,4.8889,4.0,5.3333,4.3333,2.8889,3.6667,4.2222,3.4444,1.7778
1304,3.5556,4.8889,6.5556,4.2222,5.1111,2.8889,4.4444,3.5556,4.8889,6.4444,4.6667,2.7778,4.6667,3.5556
1305,4.8889,4.5556,5.8889,4.1111,4.5556,3.2222,4.7778,2.7778,4.7778,5.8889,4.1111,4.7778,4.1111,4.5556
